chr	start	end	name	colour
chr17F	5170765	5173443	FUN_035836	'#ff0000'
chr17F	5179689	5180199	FUN_035837	'#ff0000'
chr17G	11915	13082	FUN_035838	'#ff0000'
chr17G	16698	18335	FUN_035839	'#ff0000'
chr17G	19271	24138	FUN_035840	'#ff0000'
chr17G	24679	25505	FUN_035841	'#ff0000'
chr17G	29160	32597	FUN_035842	'#ff0000'
chr17G	38462	40004	FUN_035843	'#ff0000'
chr17G	57981	58986	FUN_035844	'#ff0000'
chr17G	61586	63685	FUN_035845	'#ff0000'
chr17G	72878	74069	FUN_035846	'#ff0000'
chr17G	75762	77565	FUN_035847	'#ff0000'
chr17G	83114	83919	FUN_035848	'#ff0000'
chr17G	85250	91333	STRG.13312^chr17G^+	'#ff0000'
chr17G	94723	94813	FUN_035850	'#ff0000'
chr17G	95181	95271	FUN_035851	'#ff0000'
chr17G	98635	103621	FUN_035852	'#ff0000'
chr17G	108441	108530	FUN_035853	'#ff0000'
chr17G	136182	137743	FUN_035854	'#ff0000'
chr17G	158721	161408	FUN_035855	'#ff0000'
chr17G	160627	161395	FUN_035856	'#ff0000'
chr17G	170483	172629	FUN_035857	'#ff0000'
chr17G	173121	174923	FUN_035858	'#ff0000'
chr17G	181030	182420	FUN_035859	'#ff0000'
chr17G	188468	193061	FUN_035860	'#ff0000'
chr17G	193108	193598	FUN_035861	'#ff0000'
chr17G	199457	201093	FUN_035862	'#ff0000'
chr17G	201303	203146	FUN_035863	'#ff0000'
chr17G	204064	206033	FUN_035864	'#ff0000'
chr17G	207192	210407	FUN_035865	'#ff0000'
chr17G	219965	221027	FUN_035866	'#ff0000'
chr17G	231371	237612	STRG.13337^chr17G^+	'#ff0000'
chr17G	231577	233601	FUN_035867	'#ff0000'
chr17G	233691	234318	FUN_035868	'#ff0000'
chr17G	246374	249675	STRG.13342^chr17G^-	'#ff0000'
chr17G	247951	248881	FUN_035870	'#ff0000'
chr17G	248896	249381	FUN_035871	'#ff0000'
chr17G	249696	252862	FUN_035872	'#ff0000'
chr17G	255754	256194	FUN_035873	'#ff0000'
chr17G	272418	274354	FUN_035874	'#ff0000'
chr17G	281849	283838	STRG.13350^chr17G^+	'#ff0000'
chr17G	282055	282429	FUN_035875	'#ff0000'
chr17G	287225	287589	FUN_035877	'#ff0000'
chr17G	288573	289886	FUN_035878	'#ff0000'
chr17G	291489	292182	FUN_035879	'#ff0000'
chr17G	293065	296243	FUN_035880	'#ff0000'
chr17G	300670	302417	FUN_035881	'#ff0000'
chr17G	306310	308477	FUN_035882	'#ff0000'
chr17G	313058	315224	FUN_035883	'#ff0000'
chr17G	327204	330256	FUN_035884	'#ff0000'
chr17G	330309	331365	STRG.13361^chr17G^-	'#ff0000'
chr17G	332736	336456	FUN_035885	'#ff0000'
chr17G	337081	337663	FUN_035886	'#ff0000'
chr17G	338093	338338	FUN_035887	'#ff0000'
chr17G	338367	339818	FUN_035888	'#ff0000'
chr17G	345857	347343	FUN_035889	'#ff0000'
chr17G	347852	348500	FUN_035890	'#ff0000'
chr17G	348551	349923	FUN_035891	'#ff0000'
chr17G	350808	353473	FUN_035892	'#ff0000'
chr17G	366640	374982	FUN_035893	'#ff0000'
chr17G	381489	381775	FUN_035894	'#ff0000'
chr17G	391375	395847	FUN_035895	'#ff0000'
chr17G	401672	404448	FUN_035896	'#ff0000'
chr17G	404976	406117	FUN_035897	'#ff0000'
chr17G	406470	407156	FUN_035898	'#ff0000'
chr17G	407052	408805	STRG.13375^chr17G^+	'#ff0000'
chr17G	408576	409498	FUN_035899	'#ff0000'
chr17G	410236	411115	FUN_035900	'#ff0000'
chr17G	411372	411982	FUN_035901	'#ff0000'
chr17G	413082	415543	FUN_035902	'#ff0000'
chr17G	415844	418436	STRG.13379^chr17G^-	'#ff0000'
chr17G	418332	419780	FUN_035904	'#ff0000'
chr17G	425082	427966	FUN_035905	'#ff0000'
chr17G	428349	428692	FUN_035906	'#ff0000'
chr17G	438727	439104	FUN_035907	'#ff0000'
chr17G	439132	441014	STRG.13381^chr17G^-	'#ff0000'
chr17G	442813	444402	FUN_035909	'#ff0000'
chr17G	448991	449690	FUN_035910	'#ff0000'
chr17G	450625	451817	FUN_035911	'#ff0000'
chr17G	452285	457489	FUN_035912	'#ff0000'
chr17G	464385	465149	FUN_035913	'#ff0000'
chr17G	477025	477321	FUN_035914	'#ff0000'
chr17G	478214	479836	FUN_035915	'#ff0000'
chr17G	485762	487137	FUN_035916	'#ff0000'
chr17G	492916	492999	FUN_035917	'#ff0000'
chr17G	493460	494323	FUN_035918	'#ff0000'
chr17G	497918	501425	FUN_035919	'#ff0000'
chr17G	504176	504671	FUN_035920	'#ff0000'
chr17G	506974	507748	FUN_035921	'#ff0000'
chr17G	515358	516342	FUN_035922	'#ff0000'
chr17G	516398	517943	FUN_035923	'#ff0000'
chr17G	537255	537776	FUN_035924	'#ff0000'
chr17G	540919	541005	FUN_035925	'#ff0000'
chr17G	543129	543841	FUN_035926	'#ff0000'
chr17G	554099	556402	FUN_035927	'#ff0000'
chr17G	559972	561198	FUN_035928	'#ff0000'
chr17G	561744	563697	FUN_035929	'#ff0000'
chr17G	564425	565743	FUN_035930	'#ff0000'
chr17G	566122	568103	FUN_035931	'#ff0000'
chr17G	578359	583473	FUN_035932	'#ff0000'
chr17G	598710	599950	STRG.13413^chr17G^-	'#ff0000'
chr17G	599861	600262	FUN_035934	'#ff0000'
chr17G	600293	600847	FUN_035935	'#ff0000'
chr17G	600848	601564	FUN_035936	'#ff0000'
chr17G	601604	601920	FUN_035937	'#ff0000'
chr17G	603464	606710	FUN_035938	'#ff0000'
chr17G	608500	610350	FUN_035939	'#ff0000'
chr17G	616988	619646	FUN_035940	'#ff0000'
chr17G	620051	620285	FUN_035941	'#ff0000'
chr17G	620741	622193	FUN_035942	'#ff0000'
chr17G	622486	625597	FUN_035943	'#ff0000'
chr17G	626507	626876	FUN_035944	'#ff0000'
chr17G	627359	629910	FUN_035945	'#ff0000'
chr17G	627967	632421	STRG.13422^chr17G^+	'#ff0000'
chr17G	638727	640683	STRG.13424^chr17G^+	'#ff0000'
chr17G	642677	646314	FUN_035948	'#ff0000'
chr17G	646716	648314	FUN_035949	'#ff0000'
chr17G	666650	667827	FUN_035950	'#ff0000'
chr17G	695013	695776	FUN_035951	'#ff0000'
chr17G	695976	697598	FUN_035952	'#ff0000'
chr17G	697991	701085	FUN_035953	'#ff0000'
chr17G	703608	705003	FUN_035954	'#ff0000'
chr17G	715872	717078	FUN_035955	'#ff0000'
chr17G	718521	722576	FUN_035956	'#ff0000'
chr17G	722769	724794	FUN_035957	'#ff0000'
chr17G	726858	727814	FUN_035958	'#ff0000'
chr17G	727916	728674	FUN_035959	'#ff0000'
chr17G	745152	746113	FUN_035960	'#ff0000'
chr17G	746274	748457	FUN_035961	'#ff0000'
chr17G	748677	750519	FUN_035962	'#ff0000'
chr17G	757988	758864	FUN_035963	'#ff0000'
chr17G	792947	793129	FUN_035964	'#ff0000'
chr17G	798917	799191	FUN_035965	'#ff0000'
chr17G	805570	805659	FUN_035966	'#ff0000'
chr17G	820378	823473	STRG.13464^chr17G^+	'#ff0000'
chr17G	829377	829998	FUN_035968	'#ff0000'
chr17G	830483	832365	FUN_035969	'#ff0000'
chr17G	841513	841932	FUN_035970	'#ff0000'
chr17G	843487	844031	FUN_035971	'#ff0000'
chr17G	846597	848725	FUN_035972	'#ff0000'
chr17G	850165	851819	FUN_035973	'#ff0000'
chr17G	871430	871927	FUN_035974	'#ff0000'
chr17G	872543	873083	FUN_035975	'#ff0000'
chr17G	874630	878181	FUN_035976	'#ff0000'
chr17G	887141	887406	FUN_035977	'#ff0000'
chr17G	888267	889280	FUN_035978	'#ff0000'
chr17G	893760	894464	FUN_035979	'#ff0000'
chr17G	894904	896107	FUN_035980	'#ff0000'
chr17G	896803	898647	FUN_035981	'#ff0000'
chr17G	898755	899017	FUN_035982	'#ff0000'
chr17G	902543	904413	FUN_035983	'#ff0000'
chr17G	904526	905928	FUN_035984	'#ff0000'
chr17G	910621	911311	FUN_035985	'#ff0000'
chr17G	925314	925679	FUN_035986	'#ff0000'
chr17G	929537	931279	FUN_035987	'#ff0000'
chr17G	936811	938611	FUN_035988	'#ff0000'
chr17G	963830	964862	FUN_035989	'#ff0000'
chr17G	965074	967673	FUN_035990	'#ff0000'
chr17G	968897	969595	FUN_035991	'#ff0000'
chr17G	980797	981687	FUN_035992	'#ff0000'
chr17G	982883	984538	FUN_035993	'#ff0000'
chr17G	984887	985312	FUN_035994	'#ff0000'
chr17G	1001729	1007853	FUN_035995	'#ff0000'
chr17G	1035257	1036839	FUN_035996	'#ff0000'
chr17G	1040281	1042274	FUN_035997	'#ff0000'
chr17G	1045283	1048773	FUN_035998	'#ff0000'
chr17G	1056157	1056958	FUN_035999	'#ff0000'
chr17G	1064322	1064787	FUN_036000	'#ff0000'
chr17G	1073843	1074673	FUN_036001	'#ff0000'
chr17G	1075448	1079408	STRG.13495^chr17G^+	'#ff0000'
chr17G	1079295	1079861	FUN_036003	'#ff0000'
chr17G	1080067	1081997	FUN_036004	'#ff0000'
chr17G	1082740	1084574	FUN_036005	'#ff0000'
chr17G	1092963	1095086	FUN_036006	'#ff0000'
chr17G	1098592	1100011	FUN_036007	'#ff0000'
chr17G	1101043	1101421	FUN_036008	'#ff0000'
chr17G	1104705	1106234	FUN_036009	'#ff0000'
chr17G	1112024	1114358	FUN_036010	'#ff0000'
chr17G	1115094	1118019	FUN_036011	'#ff0000'
chr17G	1118413	1121570	FUN_036012	'#ff0000'
chr17G	1133412	1133867	FUN_036013	'#ff0000'
chr17G	1145880	1146643	FUN_036014	'#ff0000'
chr17G	1147890	1148271	FUN_036015	'#ff0000'
chr17G	1153734	1160264	FUN_036016	'#ff0000'
chr17G	1167195	1169496	FUN_036017	'#ff0000'
chr17G	1169830	1170518	FUN_036018	'#ff0000'
chr17G	1170729	1171161	FUN_036019	'#ff0000'
chr17G	1175905	1176361	FUN_036020	'#ff0000'
chr17G	1176686	1178535	FUN_036021	'#ff0000'
chr17G	1189139	1190101	FUN_036022	'#ff0000'
chr17G	1202044	1202800	FUN_036023	'#ff0000'
chr17G	1203854	1204882	FUN_036024	'#ff0000'
chr17G	1216580	1217591	FUN_036025	'#ff0000'
chr17G	1218468	1219365	FUN_036026	'#ff0000'
chr17G	1219640	1219731	FUN_036027	'#ff0000'
chr17G	1225051	1225463	FUN_036028	'#ff0000'
chr17G	1228465	1231283	FUN_036029	'#ff0000'
chr17G	1232172	1234522	FUN_036030	'#ff0000'
chr17G	1234850	1238718	FUN_036031	'#ff0000'
chr17G	1238951	1240547	FUN_036032	'#ff0000'
chr17G	1265285	1266869	FUN_036033	'#ff0000'
chr17G	1272838	1273843	FUN_036034	'#ff0000'
chr17G	1275398	1280138	FUN_036035	'#ff0000'
chr17G	1289488	1289924	FUN_036036	'#ff0000'
chr17G	1291085	1292278	FUN_036037	'#ff0000'
chr17G	1293286	1297199	FUN_036038	'#ff0000'
chr17G	1303363	1304949	FUN_036039	'#ff0000'
chr17G	1306150	1307004	FUN_036040	'#ff0000'
chr17G	1309434	1310200	FUN_036041	'#ff0000'
chr17G	1310454	1310976	FUN_036042	'#ff0000'
chr17G	1311419	1312092	FUN_036043	'#ff0000'
chr17G	1317661	1322620	FUN_036044	'#ff0000'
chr17G	1323968	1324039	FUN_036045	'#ff0000'
chr17G	1325427	1328410	STRG.13541^chr17G^-	'#ff0000'
chr17G	1342185	1343925	STRG.13542^chr17G^-	'#ff0000'
chr17G	1343959	1346041	FUN_036048	'#ff0000'
chr17G	1347680	1351609	FUN_036049	'#ff0000'
chr17G	1361161	1365947	STRG.13546^chr17G^-	'#ff0000'
chr17G	1364873	1365691	FUN_036051	'#ff0000'
chr17G	1379726	1381131	FUN_036052	'#ff0000'
chr17G	1385944	1389822	FUN_036053	'#ff0000'
chr17G	1390068	1391378	FUN_036054	'#ff0000'
chr17G	1395982	1396329	FUN_036055	'#ff0000'
chr17G	1405381	1407168	FUN_036056	'#ff0000'
chr17G	1407846	1410438	FUN_036057	'#ff0000'
chr17G	1414673	1415580	FUN_036058	'#ff0000'
chr17G	1418814	1418910	FUN_036059	'#ff0000'
chr17G	1419502	1420257	FUN_036060	'#ff0000'
chr17G	1423629	1423949	FUN_036061	'#ff0000'
chr17G	1424299	1424620	FUN_036062	'#ff0000'
chr17G	1426681	1427024	FUN_036063	'#ff0000'
chr17G	1430288	1432031	FUN_036064	'#ff0000'
chr17G	1433082	1439761	FUN_036065	'#ff0000'
chr17G	1444006	1447127	STRG.13570^chr17G^+	'#ff0000'
chr17G	1446547	1447130	FUN_036067	'#ff0000'
chr17G	1449486	1452401	FUN_036068	'#ff0000'
chr17G	1453237	1454027	FUN_036069	'#ff0000'
chr17G	1454376	1456089	FUN_036070	'#ff0000'
chr17G	1458452	1460180	FUN_036071	'#ff0000'
chr17G	1463688	1464047	FUN_036072	'#ff0000'
chr17G	1464164	1464936	FUN_036073	'#ff0000'
chr17G	1476738	1477140	FUN_036074	'#ff0000'
chr17G	1483476	1483828	FUN_036075	'#ff0000'
chr17G	1487944	1489891	FUN_036076	'#ff0000'
chr17G	1490674	1491430	FUN_036077	'#ff0000'
chr17G	1496618	1497620	FUN_036078	'#ff0000'
chr17G	1501567	1507186	FUN_036079	'#ff0000'
chr17G	1507712	1513174	FUN_036080	'#ff0000'
chr17G	1518595	1520229	FUN_036081	'#ff0000'
chr17G	1528441	1529891	FUN_036082	'#ff0000'
chr17G	1540550	1543083	FUN_036083	'#ff0000'
chr17G	1545815	1547430	FUN_036084	'#ff0000'
chr17G	1547579	1551632	FUN_036085	'#ff0000'
chr17G	1554456	1555921	FUN_036086	'#ff0000'
chr17G	1561076	1561789	FUN_036087	'#ff0000'
chr17G	1561485	1564709	STRG.13590^chr17G^-	'#ff0000'
chr17G	1572391	1573090	FUN_036089	'#ff0000'
chr17G	1573178	1573487	FUN_036090	'#ff0000'
chr17G	1574620	1575675	FUN_036091	'#ff0000'
chr17G	1575850	1578959	FUN_036092	'#ff0000'
chr17G	1598486	1600533	FUN_036093	'#ff0000'
chr17G	1615000	1615320	FUN_036094	'#ff0000'
chr17G	1615792	1616284	FUN_036095	'#ff0000'
chr17G	1618037	1620957	FUN_036096	'#ff0000'
chr17G	1678013	1680695	FUN_036097	'#ff0000'
chr17G	1684185	1684619	FUN_036098	'#ff0000'
chr17G	1687879	1689676	FUN_036099	'#ff0000'
chr17G	1691493	1692932	FUN_036100	'#ff0000'
chr17G	1708039	1708290	FUN_036101	'#ff0000'
chr17G	1708350	1710056	FUN_036102	'#ff0000'
chr17G	1710199	1711576	FUN_036103	'#ff0000'
chr17G	1759872	1760448	FUN_036104	'#ff0000'
chr17G	1760487	1761915	FUN_036105	'#ff0000'
chr17G	1776703	1777180	FUN_036106	'#ff0000'
chr17G	1781510	1781835	FUN_036107	'#ff0000'
chr17G	1781892	1782605	FUN_036108	'#ff0000'
chr17G	1790489	1791437	FUN_036109	'#ff0000'
chr17G	1819277	1820544	FUN_036110	'#ff0000'
chr17G	1823686	1824629	FUN_036111	'#ff0000'
chr17G	1827552	1828859	FUN_036112	'#ff0000'
chr17G	1830472	1830845	FUN_036113	'#ff0000'
chr17G	1832387	1832675	FUN_036114	'#ff0000'
chr17G	1832804	1837792	FUN_036115	'#ff0000'
chr17G	1839405	1839778	FUN_036116	'#ff0000'
chr17G	1841320	1841608	FUN_036117	'#ff0000'
chr17G	1841737	1846725	FUN_036118	'#ff0000'
chr17G	1848338	1848711	FUN_036119	'#ff0000'
chr17G	1856098	1857340	FUN_036120	'#ff0000'
chr17G	1862407	1867395	FUN_036121	'#ff0000'
chr17G	1869371	1869947	FUN_036122	'#ff0000'
chr17G	1870923	1871211	FUN_036123	'#ff0000'
chr17G	1871340	1876328	FUN_036124	'#ff0000'
chr17G	1878069	1878466	FUN_036125	'#ff0000'
chr17G	1879856	1880144	FUN_036126	'#ff0000'
chr17G	1880273	1885261	FUN_036127	'#ff0000'
chr17G	1886874	1887247	FUN_036128	'#ff0000'
chr17G	1887868	1888054	FUN_036129	'#ff0000'
chr17G	1894242	1895337	FUN_036130	'#ff0000'
chr17G	1896045	1896687	FUN_036131	'#ff0000'
chr17G	1904163	1905144	FUN_036132	'#ff0000'
chr17G	1906454	1907555	FUN_036133	'#ff0000'
chr17G	1910443	1910773	FUN_036134	'#ff0000'
chr17G	1911130	1911505	FUN_036135	'#ff0000'
chr17G	1913041	1916602	FUN_036136	'#ff0000'
chr17G	1917925	1918373	FUN_036137	'#ff0000'
chr17G	1946814	1948186	FUN_036138	'#ff0000'
chr17G	1948437	1950454	FUN_036139	'#ff0000'
chr17G	1953192	1957142	FUN_036140	'#ff0000'
chr17G	1963114	1964392	FUN_036141	'#ff0000'
chr17G	1965705	1967548	FUN_036142	'#ff0000'
chr17G	1970539	1976555	FUN_036143	'#ff0000'
chr17G	1979784	1982735	FUN_036144	'#ff0000'
chr17G	1983832	1984659	STRG.13641^chr17G^+	'#ff0000'
chr17G	1985555	1986142	FUN_036145	'#ff0000'
chr17G	1987244	1988320	FUN_036146	'#ff0000'
chr17G	1989579	1989661	FUN_036147	'#ff0000'
chr17G	1993197	1994482	FUN_036148	'#ff0000'
chr17G	1999386	2000558	STRG.13649^chr17G^-	'#ff0000'
chr17G	2000833	2001984	FUN_036150	'#ff0000'
chr17G	2002433	2005805	FUN_036151	'#ff0000'
chr17G	2007431	2007788	FUN_036152	'#ff0000'
chr17G	2013668	2014231	FUN_036153	'#ff0000'
chr17G	2022999	2024386	FUN_036154	'#ff0000'
chr17G	2026983	2027203	FUN_036155	'#ff0000'
chr17G	2027435	2029648	FUN_036156	'#ff0000'
chr17G	2030660	2031048	FUN_036157	'#ff0000'
chr17G	2051544	2052154	FUN_036158	'#ff0000'
chr17G	2061771	2063801	FUN_036159	'#ff0000'
chr17G	2071393	2073101	FUN_036160	'#ff0000'
chr17G	2073441	2073856	FUN_036161	'#ff0000'
chr17G	2074282	2074530	FUN_036162	'#ff0000'
chr17G	2086097	2087583	FUN_036163	'#ff0000'
chr17G	2095101	2099349	FUN_036164	'#ff0000'
chr17G	2099468	2101883	FUN_036165	'#ff0000'
chr17G	2109473	2110721	FUN_036166	'#ff0000'
chr17G	2111179	2111965	FUN_036167	'#ff0000'
chr17G	2121765	2122278	FUN_036168	'#ff0000'
chr17G	2127633	2128692	FUN_036169	'#ff0000'
chr17G	2137164	2138818	FUN_036170	'#ff0000'
chr17G	2144304	2146111	STRG.13670^chr17G^-	'#ff0000'
chr17G	2183415	2186650	FUN_036172	'#ff0000'
chr17G	2186689	2187286	FUN_036173	'#ff0000'
chr17G	2188628	2190971	FUN_036174	'#ff0000'
chr17G	2191241	2192285	FUN_036175	'#ff0000'
chr17G	2195938	2197597	FUN_036176	'#ff0000'
chr17G	2204243	2207867	FUN_036177	'#ff0000'
chr17G	2208577	2209613	FUN_036178	'#ff0000'
chr17G	2210840	2211129	FUN_036179	'#ff0000'
chr17G	2229989	2231831	STRG.13680^chr17G^+	'#ff0000'
chr17G	2244558	2245552	FUN_036181	'#ff0000'
chr17G	2253216	2255596	FUN_036182	'#ff0000'
chr17G	2255717	2256035	FUN_036183	'#ff0000'
chr17G	2256133	2256459	FUN_036184	'#ff0000'
chr17G	2257099	2257423	FUN_036185	'#ff0000'
chr17G	2266275	2267153	FUN_036186	'#ff0000'
chr17G	2269040	2269848	FUN_036187	'#ff0000'
chr17G	2273672	2274646	FUN_036188	'#ff0000'
chr17G	2277701	2278658	FUN_036189	'#ff0000'
chr17G	2305823	2306318	FUN_036190	'#ff0000'
chr17G	2309989	2310215	FUN_036191	'#ff0000'
chr17G	2310334	2312074	FUN_036192	'#ff0000'
chr17G	2312392	2316331	FUN_036193	'#ff0000'
chr17G	2320466	2323534	FUN_036194	'#ff0000'
chr17G	2324734	2326922	FUN_036195	'#ff0000'
chr17G	2331497	2331953	FUN_036196	'#ff0000'
chr17G	2335008	2335704	FUN_036197	'#ff0000'
chr17G	2336230	2339345	FUN_036198	'#ff0000'
chr17G	2341234	2342872	STRG.13698^chr17G^+	'#ff0000'
chr17G	2346297	2349749	FUN_036200	'#ff0000'
chr17G	2349832	2350342	FUN_036201	'#ff0000'
chr17G	2351207	2353908	FUN_036202	'#ff0000'
chr17G	2355755	2356153	FUN_036203	'#ff0000'
chr17G	2382607	2385877	FUN_036204	'#ff0000'
chr17G	2391962	2392894	FUN_036205	'#ff0000'
chr17G	2394851	2396608	FUN_036206	'#ff0000'
chr17G	2402469	2405214	FUN_036207	'#ff0000'
chr17G	2452544	2458374	FUN_036208	'#ff0000'
chr17G	2460973	2462365	FUN_036209	'#ff0000'
chr17G	2466730	2470269	FUN_036210	'#ff0000'
chr17G	2470534	2471026	FUN_036211	'#ff0000'
chr17G	2471602	2475481	FUN_036212	'#ff0000'
chr17G	2477058	2477553	FUN_036213	'#ff0000'
chr17G	2478686	2480346	FUN_036214	'#ff0000'
chr17G	2480770	2481633	FUN_036215	'#ff0000'
chr17G	2481874	2482443	FUN_036216	'#ff0000'
chr17G	2483170	2484504	FUN_036217	'#ff0000'
chr17G	2485066	2485512	FUN_036218	'#ff0000'
chr17G	2485254	2489230	STRG.13725^chr17G^-	'#ff0000'
chr17G	2513468	2515274	FUN_036221	'#ff0000'
chr17G	2517753	2518666	FUN_036222	'#ff0000'
chr17G	2527648	2528048	FUN_036223	'#ff0000'
chr17G	2528540	2529139	FUN_036224	'#ff0000'
chr17G	2534102	2535119	FUN_036225	'#ff0000'
chr17G	2535614	2536358	FUN_036226	'#ff0000'
chr17G	2538437	2539360	STRG.13731^chr17G^-	'#ff0000'
chr17G	2540883	2540969	FUN_036227	'#ff0000'
chr17G	2541010	2541699	FUN_036228	'#ff0000'
chr17G	2550983	2551345	FUN_036229	'#ff0000'
chr17G	2551837	2555788	FUN_036230	'#ff0000'
chr17G	2556484	2558320	FUN_036231	'#ff0000'
chr17G	2566168	2570118	FUN_036232	'#ff0000'
chr17G	2570185	2570642	FUN_036233	'#ff0000'
chr17G	2579928	2580402	FUN_036234	'#ff0000'
chr17G	2580533	2581976	STRG.13737^chr17G^+	'#ff0000'
chr17G	2605805	2607023	FUN_036236	'#ff0000'
chr17G	2607257	2609868	FUN_036237	'#ff0000'
chr17G	2622349	2622810	FUN_036238	'#ff0000'
chr17G	2637186	2639265	FUN_036239	'#ff0000'
chr17G	2640779	2641692	FUN_036240	'#ff0000'
chr17G	2648149	2649944	FUN_036241	'#ff0000'
chr17G	2664324	2667579	FUN_036242	'#ff0000'
chr17G	2671816	2673069	FUN_036243	'#ff0000'
chr17G	2678266	2688872	FUN_036244	'#ff0000'
chr17G	2700856	2704658	FUN_036245	'#ff0000'
chr17G	2705174	2707542	FUN_036246	'#ff0000'
chr17G	2708538	2709333	FUN_036247	'#ff0000'
chr17G	2710224	2712728	FUN_036248	'#ff0000'
chr17G	2713650	2715630	FUN_036249	'#ff0000'
chr17G	2716903	2719028	FUN_036250	'#ff0000'
chr17G	2719143	2721256	FUN_036251	'#ff0000'
chr17G	2720794	2721351	FUN_036252	'#ff0000'
chr17G	2730653	2733754	FUN_036253	'#ff0000'
chr17G	2739655	2742756	FUN_036254	'#ff0000'
chr17G	2746110	2746482	FUN_036255	'#ff0000'
chr17G	2752233	2754144	FUN_036256	'#ff0000'
chr17G	2754436	2755707	FUN_036257	'#ff0000'
chr17G	2755876	2757029	FUN_036258	'#ff0000'
chr17G	2764847	2767876	STRG.13777^chr17G^-	'#ff0000'
chr17G	2772723	2777003	STRG.13778^chr17G^-	'#ff0000'
chr17G	2775862	2776502	FUN_036261	'#ff0000'
chr17G	2796263	2798057	FUN_036262	'#ff0000'
chr17G	2800349	2800605	FUN_036263	'#ff0000'
chr17G	2801870	2805904	FUN_036264	'#ff0000'
chr17G	2842137	2843335	FUN_036265	'#ff0000'
chr17G	2843546	2844094	FUN_036266	'#ff0000'
chr17G	2856821	2858441	FUN_036267	'#ff0000'
chr17G	2862416	2864107	FUN_036268	'#ff0000'
chr17G	2906759	2907933	FUN_036269	'#ff0000'
chr17G	2920735	2920811	FUN_036270	'#ff0000'
chr17G	2931640	2932787	FUN_036271	'#ff0000'
chr17G	2933239	2933560	FUN_036272	'#ff0000'
chr17G	2934098	2934941	FUN_036273	'#ff0000'
chr17G	2940567	2941202	FUN_036274	'#ff0000'
chr17G	2963103	2964134	FUN_036275	'#ff0000'
chr17G	2967028	2967487	FUN_036276	'#ff0000'
chr17G	2988466	2989525	FUN_036277	'#ff0000'
chr17G	2992765	2993295	FUN_036278	'#ff0000'
chr17G	2997296	2997701	FUN_036279	'#ff0000'
chr17G	2997763	2998436	FUN_036280	'#ff0000'
chr17G	3006373	3007279	FUN_036281	'#ff0000'
chr17G	3007501	3008044	FUN_036282	'#ff0000'
chr17G	3042597	3044179	FUN_036283	'#ff0000'
chr17G	3044319	3045284	FUN_036284	'#ff0000'
chr17G	3066982	3067054	FUN_036285	'#ff0000'
chr17G	3067344	3070364	FUN_036286	'#ff0000'
chr17G	3071412	3072063	FUN_036287	'#ff0000'
chr17G	3072559	3074043	FUN_036288	'#ff0000'
chr17G	3078114	3080216	FUN_036289	'#ff0000'
chr17G	3080328	3082047	FUN_036290	'#ff0000'
chr17G	3083566	3084631	FUN_036291	'#ff0000'
chr17G	3086259	3087191	FUN_036292	'#ff0000'
chr17G	3102070	3105429	STRG.13797^chr17G^-	'#ff0000'
chr17G	3157628	3157958	FUN_036294	'#ff0000'
chr17G	3158412	3159111	FUN_036295	'#ff0000'
chr17G	3164465	3164821	FUN_036296	'#ff0000'
chr17G	3164848	3167136	FUN_036297	'#ff0000'
chr17G	3171941	3173094	FUN_036298	'#ff0000'
chr17G	3173259	3173711	FUN_036299	'#ff0000'
chr17G	3173896	3176253	STRG.13803^chr17G^-	'#ff0000'
chr17G	3176073	3177351	FUN_036301	'#ff0000'
chr17G	3183721	3187521	FUN_036302	'#ff0000'
chr17G	3194132	3196413	STRG.13804^chr17G^-	'#ff0000'
chr17G	3199414	3202334	FUN_036304	'#ff0000'
chr17G	3217038	3217356	FUN_036305	'#ff0000'
chr17G	3217730	3218979	FUN_036306	'#ff0000'
chr17G	3219555	3219957	FUN_036307	'#ff0000'
chr17G	3247598	3249399	STRG.13806^chr17G^-	'#ff0000'
chr17G	3254787	3255038	FUN_036309	'#ff0000'
chr17G	3335891	3336724	FUN_036310	'#ff0000'
chr17G	3363715	3364242	FUN_036311	'#ff0000'
chr17G	3400267	3401703	FUN_036312	'#ff0000'
chr17G	3409909	3411623	FUN_036313	'#ff0000'
chr17G	3451064	3451662	FUN_036314	'#ff0000'
chr17G	3451704	3452913	FUN_036315	'#ff0000'
chr17G	3466923	3467401	FUN_036316	'#ff0000'
chr17G	3515094	3515920	FUN_036317	'#ff0000'
chr17G	3516766	3517875	FUN_036318	'#ff0000'
chr17G	3566134	3566294	FUN_036319	'#ff0000'
chr17G	3575654	3576108	FUN_036320	'#ff0000'
chr17G	3581633	3582006	FUN_036321	'#ff0000'
chr17G	3595323	3595808	FUN_036322	'#ff0000'
chr17G	3598609	3599067	FUN_036323	'#ff0000'
chr17G	3598725	3611652	STRG.13818^chr17G^-	'#ff0000'
chr17G	3599213	3599919	FUN_036324	'#ff0000'
chr17G	3600027	3602444	FUN_036325	'#ff0000'
chr17G	3602561	3604360	FUN_036326	'#ff0000'
chr17G	3613387	3614881	FUN_036327	'#ff0000'
chr17G	3615276	3616620	FUN_036328	'#ff0000'
chr17G	3616933	3618116	FUN_036329	'#ff0000'
chr17G	3618116	3619162	FUN_036330	'#ff0000'
chr17G	3620134	3626991	FUN_036331	'#ff0000'
chr17G	3627951	3628478	FUN_036332	'#ff0000'
